job_id,response_id,word_original,word_normalized,prompt_variant,replicate_id,model,temperature,sampling_seed,features_json,n_features,raw_json,parse_error,prompt_hash,finish_reason,prompt_tokens,completion_tokens
leuven_v3.1_qwen2_5_72b,41a8b63a239c76dcf4e4b6d2c99b939a3cf83b064814706d90bbd1bb07d88072,monkey,monkey,A,0,Qwen2.5-72B-Instruct,0.8,6153726420752684620,"[""has fur"", ""lives in trees"", ""eats bananas"", ""has a tail"", ""is intelligent"", ""can climb"", ""makes loud calls"", ""found in tropical regions"", ""can be a pet"", ""uses tools""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has fur"",
    ""lives in trees"",
    ""eats bananas"",
    ""has a tail"",
    ""is intelligent"",
    ""can climb"",
    ""makes loud calls"",
    ""found in tropical regions"",
    ""can be a pet"",
    ""uses tools""
  ]
}",,3f8011de5c1eccf20929a1ca371613e57424a8357c93a8351a9c94ea22607681,stop,268,77
leuven_v3.1_qwen2_5_72b,a8ba52963bf4863dce9389c05bc9c84a7377bd66684d99e1f39e3e992cda043b,monkey,monkey,C,19,Qwen2.5-72B-Instruct,0.8,6335967136851492420,"[""has fur"", ""climbs trees"", ""eats bananas"", ""long tail"", ""lives in groups"", ""makes loud noises"", ""swings from branches"", ""has a flat face"", ""can use tools"", ""found in zoos""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has fur"",
    ""climbs trees"",
    ""eats bananas"",
    ""long tail"",
    ""lives in groups"",
    ""makes loud noises"",
    "" swings from branches"",
    ""has a flat face"",
    ""can use tools"",
    ""found in zoos""
  ]
}",,ebc9bdf04be3c7c860a3d38c9ba09756adf5a65d46595a7b38f5ea7a9fb12655,stop,288,80
leuven_v3.1_qwen2_5_72b,73776b14fb74b6757eaed6ae8a5f4febffd103fc240b99ab8184d7c46a5aa6c0,monkey,monkey,C,8,Qwen2.5-72B-Instruct,0.8,4035042300667393749,"[""has fur"", ""climbs trees"", ""eats bananas"", ""lives in groups"", ""has a tail"", ""makes loud noises"", ""is intelligent"", ""can use tools"", ""found in zoos"", ""has expressive face""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has fur"",
    ""climbs trees"",
    ""eats bananas"",
    ""lives in groups"",
    ""has a tail"",
    ""makes loud noises"",
    ""is intelligent"",
    ""can use tools"",
    ""found in zoos"",
    ""has expressive face""
  ]
}",,ebc9bdf04be3c7c860a3d38c9ba09756adf5a65d46595a7b38f5ea7a9fb12655,stop,288,79
leuven_v3.1_qwen2_5_72b,925fc39579a60e4c32a347303a472a79173a1fece9b0e7b2894bb90bf69e8df7,monkey,monkey,A,7,Qwen2.5-72B-Instruct,0.8,8230456445460210302,"[""has a tail"", ""lives in trees"", ""eats bananas"", ""can climb"", ""makes chirping sounds"", ""has fur"", ""is intelligent"", ""found in zoos"", ""uses hands to grasp"", ""plays with others""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has a tail"",
    ""lives in trees"",
    ""eats bananas"",
    ""can climb"",
    ""makes chirping sounds"",
    ""has fur"",
    ""is intelligent"",
    ""found in zoos"",
    ""uses hands to grasp"",
    ""plays with others""
  ]
}",,3f8011de5c1eccf20929a1ca371613e57424a8357c93a8351a9c94ea22607681,stop,268,79
leuven_v3.1_qwen2_5_72b,44e8a767f355369052905d6d118bc39610d3335dbdf8cf6f09f27087b8276491,monkey,monkey,A,14,Qwen2.5-72B-Instruct,0.8,4518108506663312997,"[""has fur"", ""climbs trees"", ""eats bananas"", ""lives in groups"", ""has a tail"", ""makes loud calls"", ""is intelligent"", ""can use tools"", ""found in forests"", ""plays and grooms""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has fur"",
    ""climbs trees"",
    ""eats bananas"",
    ""lives in groups"",
    ""has a tail"",
    ""makes loud calls"",
    ""is intelligent"",
    ""can use tools"",
    ""found in forests"",
    ""plays and grooms""
  ]
}",,3f8011de5c1eccf20929a1ca371613e57424a8357c93a8351a9c94ea22607681,stop,268,79
leuven_v3.1_qwen2_5_72b,b0505cc299a0db490053c21a78bcc95aa80d001ea3b3226ba9831a6b2e25b29a,monkey,monkey,A,10,Qwen2.5-72B-Instruct,0.8,8006861244088678048,"[""has a tail"", ""lives in trees"", ""eats bananas"", ""can climb"", ""has opposable thumbs"", ""is often found in groups"", ""makes loud vocalizations"", ""has fur"", ""is intelligent"", ""found in various habitats""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has a tail"",
    ""lives in trees"",
    ""eats bananas"",
    ""can climb"",
    ""has opposable thumbs"",
    ""is often found in groups"",
    ""makes loud vocalizations"",
    ""has fur"",
    ""is intelligent"",
    ""found in various habitats""
  ]
}",,3f8011de5c1eccf20929a1ca371613e57424a8357c93a8351a9c94ea22607681,stop,268,81
leuven_v3.1_qwen2_5_72b,6eebf113871e46ded33d23729107c1be0418dbaec1ad216c92717ba547950597,monkey,monkey,C,0,Qwen2.5-72B-Instruct,0.8,6153726420752684620,"[""has fur"", ""lives in trees"", ""eats bananas"", ""has a tail"", ""can climb"", ""makes chirping sounds"", ""is intelligent"", ""often seen in zoos"", ""uses hands to grasp"", ""plays with others""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has fur"",
    ""lives in trees"",
    ""eats bananas"",
    ""has a tail"",
    ""can climb"",
    ""makes chirping sounds"",
    ""is intelligent"",
    ""often seen in zoos"",
    ""uses hands to grasp"",
    ""plays with others""
  ]
}",,ebc9bdf04be3c7c860a3d38c9ba09756adf5a65d46595a7b38f5ea7a9fb12655,stop,288,80
leuven_v3.1_qwen2_5_72b,6fd70219c67f4d38623970ef8176e4738a80edbcadb381ca627313f472282def,monkey,monkey,A,12,Qwen2.5-72B-Instruct,0.8,1385667350244399212,"[""has fur"", ""lives in trees"", ""eats bananas"", ""has a tail"", ""can climb"", ""makes chirping sounds"", ""found in tropical forests"", ""often in groups"", ""used in circuses"", ""intelligent and curious""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has fur"",
    ""lives in trees"",
    ""eats bananas"",
    ""has a tail"",
    ""can climb"",
    ""makes chirping sounds"",
    ""found in tropical forests"",
    ""often in groups"",
    ""used in circuses"",
    ""intelligent and curious""
  ]
}",,3f8011de5c1eccf20929a1ca371613e57424a8357c93a8351a9c94ea22607681,stop,268,81
leuven_v3.1_qwen2_5_72b,06f1ee0778669274fbaf4840c7bb4967a4fcc4562fa4c278adb1f655bb438cea,monkey,monkey,C,12,Qwen2.5-72B-Instruct,0.8,1385667350244399212,"[""has fur"", ""climbs trees"", ""eats bananas"", ""lives in groups"", ""long tail"", ""swings from branches"", ""intelligent and curious"", ""makes loud calls"", ""found in forests"", ""plays with other monkeys""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has fur"",
    ""climbs trees"",
    ""eats bananas"",
    ""lives in groups"",
    ""long tail"",
    ""swings from branches"",
    ""intelligent and curious"",
    ""makes loud calls"",
    ""found in forests"",
    ""plays with other monkeys""
  ]
}",,ebc9bdf04be3c7c860a3d38c9ba09756adf5a65d46595a7b38f5ea7a9fb12655,stop,288,81
leuven_v3.1_qwen2_5_72b,8d7d69fac4bc3355f1b50414c7c1bfe11abc52aa56d953e5885cde39c60b4c43,monkey,monkey,C,16,Qwen2.5-72B-Instruct,0.8,4307835518045827623,"[""has fur"", ""climbs trees"", ""eats bananas"", ""long tail"", ""lives in groups"", ""makes chirping sounds"", ""swings from branches"", ""has a small nose"", ""can use tools"", ""found in tropical forests""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has fur"",
    ""climbs trees"",
    ""eats bananas"",
    ""long tail"",
    ""lives in groups"",
    ""makes chirping sounds"",
    ""swings from branches"",
    ""has a small nose"",
    ""can use tools"",
    ""found in tropical forests""
  ]
}",,ebc9bdf04be3c7c860a3d38c9ba09756adf5a65d46595a7b38f5ea7a9fb12655,stop,288,82
