job_id,response_id,word_original,word_normalized,prompt_variant,replicate_id,model,temperature,sampling_seed,features_json,n_features,raw_json,parse_error,prompt_hash,finish_reason,prompt_tokens,completion_tokens
leuven_v3_qwen2_5_72b,9511be3e2f07dcaff4d0e99803bdea57ed6f3425b4676d474dfd644ee5343620,monkey,monkey,B,13,Qwen2.5-72B-Instruct,0.8,7752504353696748964,"[""mammal"", ""tail"", ""tree-climbing"", ""omnivorous"", ""social"", ""brachiation"", ""intelligent"", ""vocalizations"", ""fur"", ""playful""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""mammal"",
    ""tail"",
    ""tree-climbing"",
    ""omnivorous"",
    ""social"",
    ""brachiation"",
    ""intelligent"",
    ""vocalizations"",
    ""fur"",
    ""playful""
  ]
}",,dbfcfe59e2c4a32822799efaca4d9dbf48409d65edc61b387a03c8fccd4d72df,stop,139,72
leuven_v3_qwen2_5_72b,bbcb02fa05b2297918ac09d7e493cd8b59e8b9bbe331d7b4a79a71a5aa7c589c,monkey,monkey,B,19,Qwen2.5-72B-Instruct,0.8,6335967136851492420,"[""mammal"", ""arboreal"", ""omnivorous"", ""social"", ""uses tools"", ""long tail"", ""opposable thumbs"", ""various species"", ""lives in groups"", ""intelligent""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""mammal"",
    ""arboreal"",
    ""omnivorous"",
    ""social"",
    ""uses tools"",
    ""long tail"",
    ""opposable thumbs"",
    ""various species"",
    ""lives in groups"",
    ""intelligent""
  ]
}",,dbfcfe59e2c4a32822799efaca4d9dbf48409d65edc61b387a03c8fccd4d72df,stop,139,74
leuven_v3_qwen2_5_72b,584be1642a92957a3dbefa1bff4e0caddde369ac91e8cd5e9e483e9eb5f04cfa,monkey,monkey,B,1,Qwen2.5-72B-Instruct,0.8,1128741825847976059,"[""mammal"", ""arboreal"", ""omnivorous"", ""social"", ""tail"", ""brachiation"", ""intelligent"", ""diverse species"", ""used in research"", ""featured in folklore""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""mammal"",
    ""arboreal"",
    ""omnivorous"",
    ""social"",
    ""tail"",
    ""brachiation"",
    ""intelligent"",
    ""diverse species"",
    ""used in research"",
    ""featured in folklore""
  ]
}",,dbfcfe59e2c4a32822799efaca4d9dbf48409d65edc61b387a03c8fccd4d72df,stop,139,74
leuven_v3_qwen2_5_72b,46ba41d82531d2a8f48154b0680786ac0980ba1f2cbe80329014b2aa3c16902c,monkey,monkey,B,6,Qwen2.5-72B-Instruct,0.8,4485427649726050862,"[""mammal"", ""arboreal"", ""omnivorous"", ""social"", ""uses tools"", ""long tail"", ""grasping hands"", ""diverse species"", ""found in tropics"", ""often in zoos""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""mammal"",
    ""arboreal"",
    ""omnivorous"",
    ""social"",
    ""uses tools"",
    ""long tail"",
    ""grasping hands"",
    ""diverse species"",
    ""found in tropics"",
    ""often in zoos""
  ]
}",,dbfcfe59e2c4a32822799efaca4d9dbf48409d65edc61b387a03c8fccd4d72df,stop,139,78
leuven_v3_qwen2_5_72b,2055eddd3abbb0f370ad60175bc8c12c636d88dc4eb7c92a11580223acd43de8,monkey,monkey,C,0,Qwen2.5-72B-Instruct,0.8,6153726420752684620,"[""has fur"", ""long tail"", ""grasping hands"", ""lives in trees"", ""eats fruits"", ""can climb"", ""social animal"", ""various species"", ""found in tropics"", ""can make facial expressions""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has fur"",
    ""long tail"",
    ""grasping hands"",
    ""lives in trees"",
    ""eats fruits"",
    ""can climb"",
    ""social animal"",
    ""various species"",
    ""found in tropics"",
    ""can make facial expressions""
  ]
}",,657910cc8fe68adc37997154fb2f65ee4ecb1964990988db60b5fa34ff37016c,stop,209,78
leuven_v3_qwen2_5_72b,08b0b9986c26f6e3d791b5b997c3e4d0fd6801da037d9047e7f2c57e728eb7ef,monkey,monkey,A,19,Qwen2.5-72B-Instruct,0.8,6335967136851492420,"[""has fur"", ""lives in trees"", ""eats fruits"", ""has a tail"", ""can climb"", ""is intelligent"", ""uses tools"", ""lives in groups"", ""makes vocal sounds"", ""is found in tropical regions""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has fur"",
    ""lives in trees"",
    ""eats fruits"",
    ""has a tail"",
    ""can climb"",
    ""is intelligent"",
    ""uses tools"",
    ""lives in groups"",
    ""makes vocal sounds"",
    ""is found in tropical regions""
  ]
}",,75bb0d6c2ee75854148b7a1d47f3673f6330cb9a7bab0690b7e7dd27738cfad7,stop,228,78
leuven_v3_qwen2_5_72b,fd5dfd6943a794b416d2c73de5bc1b38254c10f5af475e75a4879f63548b59e5,monkey,monkey,B,14,Qwen2.5-72B-Instruct,0.8,4518108506663312997,"[""mammal"", ""primates"", ""tail"", ""tree-climbing"", ""omnivorous"", ""intelligent"", ""social"", ""found in tropical forests"", ""used in scientific research"", ""often featured in folklore and media""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""mammal"",
    ""primates"",
    ""tail"",
    ""tree-climbing"",
    ""omnivorous"",
    ""intelligent"",
    ""social"",
    ""found in tropical forests"",
    ""used in scientific research"",
    ""often featured in folklore and media""
  ]
}",,dbfcfe59e2c4a32822799efaca4d9dbf48409d65edc61b387a03c8fccd4d72df,stop,139,79
leuven_v3_qwen2_5_72b,7732228609b6a83b78590fdd4ea6e5c69303bc56e095d10fa8cb6139b258f9b5,monkey,monkey,C,8,Qwen2.5-72B-Instruct,0.8,4035042300667393749,"[""has fur"", ""long tail"", ""grasping hands"", ""lives in trees"", ""eats fruits"", ""can climb"", ""social animal"", ""various species"", ""found in tropics"", ""plays and grooms""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has fur"",
    ""long tail"",
    ""grasping hands"",
    ""lives in trees"",
    ""eats fruits"",
    ""can climb"",
    ""social animal"",
    ""various species"",
    ""found in tropics"",
    ""plays and grooms""
  ]
}",,657910cc8fe68adc37997154fb2f65ee4ecb1964990988db60b5fa34ff37016c,stop,209,78
leuven_v3_qwen2_5_72b,9c47cf9fb3917c7a2abbd61da30aaabad9ebc6eb54f7150972bb3a70050f204c,monkey,monkey,B,10,Qwen2.5-72B-Instruct,0.8,8006861244088678048,"[""mammal"", ""primates"", ""climbs trees"", ""omnivorous"", ""social animals"", ""uses tools"", ""various species"", ""flexible limbs"", ""loud vocalizations"", ""found in forests and jungles""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""mammal"",
    ""primates"",
    ""climbs trees"",
    ""omnivorous"",
    ""social animals"",
    ""uses tools"",
    ""various species"",
    ""flexible limbs"",
    ""loud vocalizations"",
    ""found in forests and jungles""
  ]
}",,dbfcfe59e2c4a32822799efaca4d9dbf48409d65edc61b387a03c8fccd4d72df,stop,139,80
leuven_v3_qwen2_5_72b,3141f2f7663a1e89b2d21af77f54cafbb9530db010412e75d19c574bbe4a88ad,monkey,monkey,C,19,Qwen2.5-72B-Instruct,0.8,6335967136851492420,"[""has fur"", ""climbs trees"", ""eats fruits"", ""long tail"", ""lives in groups"", ""grasping hands"", ""intelligent"", ""found in forests"", ""makes vocalizations"", ""plays and grooms""]",10,"{
  ""target_word"": ""monkey"",
  ""features"": [
    ""has fur"",
    ""climbs trees"",
    ""eats fruits"",
    ""long tail"",
    ""lives in groups"",
    ""grasping hands"",
    ""intelligent"",
    ""found in forests"",
    ""makes vocalizations"",
    ""plays and grooms""
  ]
}",,657910cc8fe68adc37997154fb2f65ee4ecb1964990988db60b5fa34ff37016c,stop,209,79
