job_id,response_id,word_original,word_normalized,prompt_variant,replicate_id,model,temperature,sampling_seed,features_json,n_features,raw_json,parse_error,prompt_hash,finish_reason,prompt_tokens,completion_tokens
leuven_v3_qwen2_5_72b,8bc79c074479fdc499673d475e6563f16fcc115b42a516311f821cb021cd001e,(hot air) balloon,(hot air) balloon,A,4,Qwen2.5-72B-Instruct,0.8,6378389706315146637,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""floats in the air using heated air"",
    ""made of lightweight fabric"",
    ""typically spherical or teardrop-shaped"",
    ""requires a burner to heat the air"",
    ""used for recreational flights"",
    ""often seen at festivals and events"",
    ""can carry passengers in a basket"",
    ""moves with the wind currents"",
    ""usually brightly colored"",
    ""has a history dating back to the 18th century""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,112
leuven_v3_qwen2_5_72b,81a4979159c5caf1f9755b2daea2c75db91ece7f882710df6dedd5010b31349c,(hot air) balloon,(hot air) balloon,A,0,Qwen2.5-72B-Instruct,0.8,4684589224054997449,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""floats in the air"",
    ""uses heated air for lift"",
    ""typically made of fabric"",
    ""often colorful and decorative"",
    ""piloted by a person"",
    ""used for recreational flights"",
    ""can carry passengers"",
    ""inflated and deflated for use"",
    ""visible from long distances"",
    ""participates in festivals and events""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,100
leuven_v3_qwen2_5_72b,a675ab3b02c0c0fe024b870deeff8c6f78ad3237b51e0063476dcfe1b4e9d8a3,(hot air) balloon,(hot air) balloon,A,3,Qwen2.5-72B-Instruct,0.8,5701923087244640036,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""uses heated air to rise"",
    ""made of lightweight fabric"",
    ""requires a burner for heat"",
    ""typically round or teardrop-shaped"",
    ""piloted by a person"",
    ""used for recreational flights"",
    ""often seen at festivals"",
    ""can travel long distances"",
    ""inflated and deflated on the ground"",
    ""flies at various altitudes""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,103
leuven_v3_qwen2_5_72b,8c39e70fd0472aa68ae61ff97d654a3558917fcba33af1281916fdc04c55900f,(hot air) balloon,(hot air) balloon,A,10,Qwen2.5-72B-Instruct,0.8,2850559297202414470,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""Lifted by heated air"",
    ""Made of fabric envelope"",
    ""Uses a basket for passengers"",
    ""Flies using rising hot air"",
    ""Controlled by adjusting heat"",
    ""Often used for leisure activities"",
    ""Can travel long distances"",
    ""Requires a pilot to operate"",
    ""Visible from far away"",
    ""Used in festivals and competitions""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,99
leuven_v3_qwen2_5_72b,6607544e7e77f0fda1a271af78ef699aa4e2fc294b82edf3372e96f51fc9ddc5,(hot air) balloon,(hot air) balloon,A,11,Qwen2.5-72B-Instruct,0.8,8943516688247219425,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""Lifted by heated air"",
    ""Made of fabric envelope"",
    ""Uses a burner to heat air"",
    ""Flies by controlling temperature"",
    ""Typically round or oval shape"",
    ""Piloted by a person"",
    ""Used for recreation and tourism"",
    ""Can be decorated with patterns"",
    ""Descends by releasing hot air"",
    ""Requires a basket for passengers""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,104
leuven_v3_qwen2_5_72b,22aa82b0ce9274528e65bb0015a3da54ba8d1a05a2a2509862d50c83f4ec5434,(hot air) balloon,(hot air) balloon,A,13,Qwen2.5-72B-Instruct,0.8,9112897105719598342,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""uses heated air to rise"",
    ""made of lightweight fabric"",
    ""controlled with a burner"",
    ""floats in the sky"",
    ""often used for leisure activities"",
    ""can carry passengers"",
    ""requires skilled piloting"",
    ""typically round or teardrop-shaped"",
    ""visible from long distances"",
    ""used in festivals and competitions""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,96
leuven_v3_qwen2_5_72b,5759bd5165c850d66fda127cd576fbe1ae4aa1bcc66e60b739bbcf0d89ae810f,(hot air) balloon,(hot air) balloon,A,1,Qwen2.5-72B-Instruct,0.8,912679466867101050,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""Large fabric envelope filled with heated air"",
    ""Rises and floats in the sky"",
    ""Controlled by a burner to heat the air"",
    ""Carries passengers in a basket or gondola"",
    ""Used for leisure and sightseeing"",
    ""Can travel long distances depending on wind"",
    ""Often used in festivals and competitions"",
    ""Requires a skilled pilot to operate"",
    ""Can reach high altitudes"",
    ""Decorative and colorful designs""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,118
leuven_v3_qwen2_5_72b,97beed71ec08fdc5032cd5f8deae5e5b9609fc09350458a6818dade8f07a2eda,(hot air) balloon,(hot air) balloon,A,7,Qwen2.5-72B-Instruct,0.8,4656349594986180332,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""lifted by heated air"",
    ""made of fabric envelope"",
    ""uses a burner to heat air"",
    ""navigated by changing altitude"",
    ""typically round or teardrop shape"",
    ""used for leisure and tourism"",
    ""can fly at various altitudes"",
    ""requires a skilled pilot to operate"",
    ""often used in festivals and events"",
    ""can stay airborne for several hours""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,107
leuven_v3_qwen2_5_72b,f2173c0edebc8494c803e70de7ac9b171f7dfb29995f20e093528596fb2f7641,(hot air) balloon,(hot air) balloon,A,8,Qwen2.5-72B-Instruct,0.8,7627229360369209405,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""uses heated air to rise"",
    ""typically made of fabric and nylon"",
    ""controlled with a burner"",
    ""often used for leisure activities"",
    ""can vary in size and shape"",
    ""requires a basket for passengers"",
    ""flies at low to moderate altitudes"",
    ""often seen at festivals and events"",
    ""piloted by a trained operator"",
    ""descends by releasing hot air or cooling""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,109
leuven_v3_qwen2_5_72b,65c6c82b4ff8ec52797e5b7e5732f0dddaa23f99660f4b50217c2ba5054c67d3,(hot air) balloon,(hot air) balloon,A,6,Qwen2.5-72B-Instruct,0.8,6048292171430535908,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""large fabric envelope filled with heated air"",
    ""rises due to buoyancy"",
    ""controlled by adjusting heat and altitude"",
    ""typically round or teardrop-shaped"",
    ""used for recreational flights and tourism"",
    ""often decorated with vibrant colors and patterns"",
    ""requires a pilot and crew to operate"",
    ""inflated and deflated on the ground before and after flight"",
    ""can travel long distances depending on wind currents"",
    ""used in festivals and competitions""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,122
leuven_v3_qwen2_5_72b,5b99b66d9c1dd522912e431eb00d50ced381268d631c77fc7b94f5d97b2ba4c6,(hot air) balloon,(hot air) balloon,A,5,Qwen2.5-72B-Instruct,0.8,253780323374993512,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""uses heated air to rise"",
    ""typically made of fabric"",
    ""often used for recreational flights"",
    ""requires a burner to heat the air"",
    ""can be very large in size"",
    ""usually has a basket for passengers"",
    ""flies at low to moderate altitudes"",
    ""is steered by changing altitude"",
    ""often used in festivals and events"",
    ""has a long history dating back to the 18th century""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,115
leuven_v3_qwen2_5_72b,7d8fe1cf97dd1ac7d0e4c93d18d7081446369e2fa009973d475e1c44b10927ff,(hot air) balloon,(hot air) balloon,A,2,Qwen2.5-72B-Instruct,0.8,8177334066986624772,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""Large fabric envelope filled with heated air"",
    ""Rises and floats in the sky"",
    ""Controlled by a pilot using burners"",
    ""Often used for recreational flights"",
    ""Can carry passengers in a basket"",
    ""Typically round or teardrop-shaped"",
    ""Visible from long distances due to bright colors"",
    ""Dependent on weather conditions for safe operation"",
    ""Used in festivals and competitions"",
    ""Requires a chase crew for landing and setup""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,120
leuven_v3_qwen2_5_72b,cdb4954f3f4860d8531c9e2453c7db935bb59cc0bc38a5f3194be7509b9ee45b,(hot air) balloon,(hot air) balloon,A,12,Qwen2.5-72B-Instruct,0.8,6286543565084458104,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""lifted by heated air"",
    ""made of fabric envelope"",
    ""uses a burner to heat air"",
    ""navigated by changing altitude"",
    ""often used for leisure activities"",
    ""can be decorated with patterns"",
    ""requires a basket to carry passengers"",
    ""operates in clear weather conditions"",
    ""has a limited flight duration"",
    ""popular in festivals and events""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,103
leuven_v3_qwen2_5_72b,41930e31ff019f075fcfa01994d5324dbcebd1e057e3a016e8b76e3f135c992a,(hot air) balloon,(hot air) balloon,B,1,Qwen2.5-72B-Instruct,0.8,912679466867101050,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""large fabric envelope"",
    ""filled with heated air"",
    ""uses a burner to heat air"",
    ""typically spherical shape"",
    ""carries passengers in a basket"",
    ""floats in the air"",
    ""used for leisure and tourism"",
    ""often seen at festivals"",
    ""requires skilled piloting"",
    ""can travel long distances""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',d4d3aba8b29d284e3a2222b40e9d9c9d52b0085d4f95a1dd0acfbc4fe1353f60,stop,143,94
leuven_v3_qwen2_5_72b,9fe7f3a36d162afa99fed0d88c2d1cdbcaf6b6bb19788614f2ee9dfe960c3cd0,(hot air) balloon,(hot air) balloon,A,19,Qwen2.5-72B-Instruct,0.8,3445702838820465996,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""Lifted by heated air"",
    ""Made of lightweight fabric"",
    ""Requires a burner to heat the air"",
    ""Used for recreational flights"",
    ""Can carry passengers in a basket"",
    ""Moves with the wind"",
    ""Typically round or oval in shape"",
    ""Often brightly colored"",
    ""Can reach high altitudes"",
    ""Used in festivals and competitions""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,101
leuven_v3_qwen2_5_72b,e116141d0fe37e0bae2fb757ffe1c541a609b5820555ebfa3af70b5aa7ca85f4,(hot air) balloon,(hot air) balloon,A,15,Qwen2.5-72B-Instruct,0.8,9104848979181679399,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""lifted by heated air"",
    ""made of lightweight fabric"",
    ""requires a burner to heat the air"",
    ""typically spherical or teardrop-shaped"",
    ""used for recreational flights"",
    ""piloted by a person"",
    ""often used in festivals and events"",
    ""can only ascend or descend, not move horizontally on its own"",
    ""visible from far distances due to size and color"",
    ""can stay aloft for several hours""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,117
leuven_v3_qwen2_5_72b,37aab57beed7c91ea5745a8372bad1eb1c6afb9567a822b9351423f80b0b7db3,(hot air) balloon,(hot air) balloon,A,14,Qwen2.5-72B-Instruct,0.8,4313268070358771054,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""Lifted by heated air"",
    ""Made of fabric envelope"",
    ""Uses a burner to heat air"",
    ""Carries passengers in a basket"",
    ""Flies at low to moderate altitudes"",
    ""Controlled primarily by altitude changes"",
    ""Often used for recreational flights"",
    ""Can be tethered for ground-based activities"",
    ""Visible from long distances due to size and color"",
    ""Dependent on weather conditions for safe operation""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,116
leuven_v3_qwen2_5_72b,1e33169ce2382f72052855f9af3303d5d64658da33e7884f32a3bb1a05b31802,(hot air) balloon,(hot air) balloon,A,16,Qwen2.5-72B-Instruct,0.8,5458119353470193210,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""uses heated air to rise"",
    ""made of lightweight fabric"",
    ""typically spherical or teardrop-shaped"",
    ""requires a burner to heat the air"",
    ""piloted by a person"",
    ""often used for recreational flights"",
    ""can travel long distances with wind"",
    ""used in festivals and competitions"",
    ""has a basket for passengers and equipment"",
    ""visible from far away due to bright colors""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',aabe7e3391ab2f82997618f6e8b45a50bfd022c4926127d449430497746b2231,stop,232,110
leuven_v3_qwen2_5_72b,b84b3ddaa4f0511f4d58af05c5f2bbca455a596abfa2f5d3db4f49858c67c101,(hot air) balloon,(hot air) balloon,B,2,Qwen2.5-72B-Instruct,0.8,8177334066986624772,[],0,"{
  ""target_word"": ""hot air balloon"",
  ""features"": [
    ""inflated with heated air"",
    ""used for leisure flights"",
    ""typically made of nylon"",
    ""requires a burner to heat the air"",
    ""often brightly colored"",
    ""can be used for advertising"",
    ""operates in clear weather conditions"",
    ""piloted by a certified operator"",
    ""used in festivals and competitions"",
    ""has a basket for passengers""
  ]
}",Returned target_word 'hot air balloon' does not match expected '(hot air) balloon',d4d3aba8b29d284e3a2222b40e9d9c9d52b0085d4f95a1dd0acfbc4fe1353f60,stop,143,102
